Post_ID,Category,Author,Likes,Shares,Comments,Post_Length,Date_Posted,Hashtags,Sentiment_Score
POST_2666,Fashion,johngarcia,2230,221,15,178,19-04-2030,"determine, else, management",0.88
POST_2667,Food,adam46,3096,532,295,174,20-04-2030,"point, eat, against",-0.85
POST_2668,Food,mmercer,2883,157,105,126,21-04-2030,"ten, box, economic",0.92
POST_2669,Food,kenneth37,1447,347,282,52,22-04-2030,"modern, last, catch",-0.51
POST_2670,Tech,richard52,3876,158,103,230,23-04-2030,"time, buy, avoid",-0.98
POST_2671,Tech,anthonymathis,4624,888,360,141,24-04-2030,"report, coach, never",-0.13
POST_2672,Food,kimlisa,881,883,145,215,25-04-2030,"unit, environmental, computer",-0.28
POST_2673,Tech,christian05,2747,921,34,228,26-04-2030,"wind, beautiful, smile",0.08
POST_2674,Food,jaredwilliams,4827,234,112,192,27-04-2030,"cup, door, without",0.59
POST_2675,Food,xjones,2785,661,307,149,28-04-2030,"actually, whose, compare",0.68
POST_2676,Food,josephbernard,131,404,398,176,29-04-2030,"yes, beautiful, value",-0.2
POST_2677,Food,christopher05,136,256,446,244,30-04-2030,"somebody, support, unit",-0.14
POST_2678,Food,williamsondawn,2113,676,52,241,01-05-2030,"recently, be, into",-0.7
POST_2679,Food,ginahodges,871,588,346,117,02-05-2030,"hope, figure, put",-0.9
POST_2680,Food,deborahholland,212,596,80,182,03-05-2030,"ahead, tell, skin",0.28
POST_2681,Tech,yolandapatel,3789,557,103,139,04-05-2030,"green, material, fall",-0.87
POST_2682,Food,ejackson,2447,904,321,138,05-05-2030,"left, customer, care",0.47
POST_2683,Food,brandonhunt,1982,912,368,59,06-05-2030,"cup, woman, receive",0.08
POST_2684,Tech,holmesjoshua,2778,46,241,57,07-05-2030,"writer, war, while",-0.6
POST_2685,Tech,dbradshaw,3585,212,30,61,08-05-2030,"economy, fire, capital",0.08
POST_2686,Tech,martinheather,3496,478,316,113,09-05-2030,"doctor, contain, something",-0.63
POST_2687,Food,churchbenjamin,2840,486,191,167,10-05-2030,"those, meet, each",-0.12
POST_2688,Fashion,renee34,2757,570,356,108,11-05-2030,"drop, her, lay",0.6
POST_2689,Fashion,mjordan,3983,565,360,244,12-05-2030,"alone, suffer, source",-0.08
POST_2690,Tech,josephsmith,3435,341,232,268,13-05-2030,"lose, event, whole",-0.7
POST_2691,Fashion,jonathanpark,972,523,97,99,14-05-2030,"agree, dream, me",0.45
POST_2692,Tech,amy97,2225,703,33,200,15-05-2030,"popular, member, campaign",-0.63
POST_2693,Food,marcus88,1632,502,242,89,16-05-2030,"lead, edge, series",0.48
POST_2694,Fashion,troy96,614,5,438,171,17-05-2030,"wait, direction, gun",-0.04
POST_2695,Food,ygrant,3308,820,58,146,18-05-2030,"may, together, TV",-0.09
POST_2696,Fashion,othomas,2647,143,258,255,19-05-2030,"newspaper, many, and",0.7
POST_2697,Food,lindsaygarcia,2550,857,16,176,20-05-2030,"each, task, risk",0.42
POST_2698,Fashion,tallison,4616,260,77,136,21-05-2030,"own, agent, arrive",-0.93
POST_2699,Food,browngabriel,1037,584,205,272,22-05-2030,"season, sense, of",-0.41
POST_2700,Food,turnertracy,3686,685,301,126,23-05-2030,"practice, energy, left",0.74
POST_2701,Fashion,parkerjennifer,273,231,165,170,24-05-2030,"wife, happy, check",-0.96
POST_2702,Food,margarethawkins,400,269,290,253,25-05-2030,"so, continue, seven",0.09
POST_2703,Food,colemancarol,1978,939,384,276,26-05-2030,"themselves, him, collection",0.46
POST_2704,Food,crawfordjoseph,398,446,111,195,27-05-2030,"nation, specific, sister",0.24
POST_2705,Fashion,jillbeck,4327,873,412,198,28-05-2030,"art, to, he",0.52
POST_2706,Fashion,davidchan,4782,221,387,160,29-05-2030,"chair, card, situation",0.45
POST_2707,Food,tkelly,1067,51,316,178,30-05-2030,"performance, plan, movement",0.38
POST_2708,Food,brandifitzpatrick,2276,115,352,215,31-05-2030,"particularly, population, note",0.64
POST_2709,Fashion,smithjesse,4917,537,144,90,01-06-2030,"edge, stand, magazine",0.29
POST_2710,Fashion,brittanysoto,4174,564,155,219,02-06-2030,"teacher, amount, thus",-0.2
POST_2711,Food,oduncan,2469,876,177,186,03-06-2030,"still, expect, result",-0.06
POST_2712,Food,edwinmorse,1943,540,345,72,04-06-2030,"able, than, position",0.43
POST_2713,Food,loweallison,3090,18,135,127,05-06-2030,"north, happen, toward",0.75
POST_2714,Tech,kristencooper,2118,814,417,60,06-06-2030,"community, series, argue",-0.46
POST_2715,Fashion,geraldbernard,1175,391,314,120,07-06-2030,"should, style, allow",-0.32
POST_2716,Tech,uramirez,3167,790,17,208,08-06-2030,"actually, general, usually",0.86
POST_2717,Fashion,youngmichael,4211,628,350,265,09-06-2030,"over, project, wide",0.16
POST_2718,Fashion,gmelendez,4092,617,442,75,10-06-2030,"alone, those, modern",-0.64
POST_2719,Fashion,ashleymyers,4483,418,154,79,11-06-2030,"major, among, she",0.33
POST_2720,Fashion,poncedouglas,2220,990,271,211,12-06-2030,"student, significant, go",0.98
POST_2721,Fashion,trangel,496,308,265,223,13-06-2030,"forget, market, focus",0.65
POST_2722,Fashion,erika24,2708,738,359,151,14-06-2030,"election, partner, choose",0.49
POST_2723,Fashion,velazquezemily,3412,863,331,118,15-06-2030,"government, common, million",-0.58
POST_2724,Tech,sfrazier,2768,185,405,182,16-06-2030,"former, camera, government",0.75
POST_2725,Food,connie22,3533,260,15,238,17-06-2030,"ever, teach, employee",0.05
POST_2726,Food,william48,2994,527,11,260,18-06-2030,"drop, easy, response",0.78
POST_2727,Tech,lflowers,4426,272,74,215,19-06-2030,"cell, region, site",-0.34
POST_2728,Tech,xbeltran,645,159,211,205,20-06-2030,"opportunity, student, them",-0.88
POST_2729,Tech,katierose,2036,869,178,203,21-06-2030,"station, glass, thing",-0.05
POST_2730,Tech,andreacraig,2800,761,128,110,22-06-2030,"his, same, crime",-0.46
POST_2731,Fashion,nicole41,1124,223,282,155,23-06-2030,"commercial, natural, do",0.43
POST_2732,Food,connie84,4019,255,194,72,24-06-2030,"out, play, physical",0.91
POST_2733,Fashion,nicholaswatson,4355,179,267,223,25-06-2030,"watch, feeling, world",0.38
POST_2734,Food,richard21,4271,19,29,162,26-06-2030,"push, key, camera",0.77
POST_2735,Food,davidmoore,4637,623,8,79,27-06-2030,"do, according, sea",-0.09
POST_2736,Tech,megan64,3630,631,308,116,28-06-2030,"respond, no, likely",0.54
POST_2737,Fashion,qthornton,3057,705,444,269,29-06-2030,"individual, song, agree",0.69
POST_2738,Tech,kirbyalexis,1019,467,309,210,30-06-2030,"yard, interest, light",0.42
POST_2739,Fashion,livingstonreginald,630,622,164,180,01-07-2030,"generation, continue, general",0.02
POST_2740,Food,murphyjohn,2874,209,192,246,02-07-2030,"exactly, century, summer",0.25
POST_2741,Tech,valdezjohn,4051,512,425,170,03-07-2030,"vote, consumer, run",0.4
POST_2742,Tech,tom68,1261,57,304,132,04-07-2030,"security, type, learn",-0.49
POST_2743,Food,wsullivan,279,92,259,219,05-07-2030,"hope, owner, future",0.62
POST_2744,Food,gmcguire,4334,220,191,111,06-07-2030,"life, lose, network",0.9
POST_2745,Food,kristen68,3235,722,78,235,07-07-2030,"matter, for, attack",-0.07
POST_2746,Tech,wthomas,551,939,178,106,08-07-2030,"boy, church, hour",0.4
POST_2747,Fashion,matthew11,2182,231,90,50,09-07-2030,"material, agree, party",0.47
POST_2748,Tech,fwilliams,98,773,455,151,10-07-2030,"indicate, box, chair",0.32
POST_2749,Fashion,inelson,3616,363,443,250,11-07-2030,"well, enter, toward",0.09
POST_2750,Tech,olee,3105,614,214,237,12-07-2030,"far, feel, political",0.76
POST_2751,Tech,robertfigueroa,738,561,78,118,13-07-2030,"measure, many, course",-0.1
POST_2752,Food,kathryngarcia,436,373,474,108,14-07-2030,"middle, share, lose",-0.88
POST_2753,Fashion,justinhancock,1019,621,414,95,15-07-2030,"appear, quite, speak",0.69
POST_2754,Tech,armstrongjohn,3510,455,102,155,16-07-2030,"list, yard, wrong",0.35
POST_2755,Tech,jeffreydelacruz,1055,87,110,83,17-07-2030,"husband, decision, first",0.7
POST_2756,Food,nfranklin,3102,19,455,150,18-07-2030,"bill, nature, give",-0.72
POST_2757,Food,victoriamoreno,3467,13,477,146,19-07-2030,"family, head, free",-0.94
POST_2758,Fashion,mccarthybrian,2352,132,313,202,20-07-2030,"stand, day, direction",0.87
POST_2759,Tech,jensensamuel,2333,936,246,219,21-07-2030,"leader, machine, office",-0.7
POST_2760,Fashion,kdavis,1657,807,233,78,22-07-2030,"yet, often, political",0.62
POST_2761,Tech,wardjake,4416,33,81,202,23-07-2030,"resource, general, onto",0.65
POST_2762,Fashion,gmoore,172,891,131,231,24-07-2030,"bill, only, house",0.42
POST_2763,Food,wandrews,1330,207,494,172,25-07-2030,"suggest, site, leg",-0.74
POST_2764,Tech,stephanie30,3777,812,234,122,26-07-2030,"team, happy, fact",0.33
POST_2765,Fashion,parsonssharon,308,198,277,244,27-07-2030,"forget, memory, rise",0.78
POST_2766,Food,matthewmoore,997,591,386,192,28-07-2030,"draw, time, determine",-0.15
POST_2767,Food,hkeller,574,582,334,53,29-07-2030,"drop, other, change",-0.17
POST_2768,Fashion,jessica31,937,154,98,87,30-07-2030,"visit, state, car",-0.11
POST_2769,Tech,hannah73,257,589,430,69,31-07-2030,"evening, table, single",-0.84
POST_2770,Tech,udelacruz,3432,77,37,162,01-08-2030,"dinner, idea, medical",0.78
POST_2771,Food,don68,2844,171,160,72,02-08-2030,"teach, resource, himself",0.74
POST_2772,Tech,candice30,198,288,461,214,03-08-2030,"risk, if, meeting",1
POST_2773,Tech,lvazquez,487,544,431,239,04-08-2030,"soldier, could, my",0.17
POST_2774,Tech,vanessa16,2252,811,448,160,05-08-2030,"job, might, else",0.5
POST_2775,Food,smartinez,3799,787,116,185,06-08-2030,"list, my, trouble",-0.59
POST_2776,Fashion,tinapeterson,3211,878,240,214,07-08-2030,"training, tonight, financial",0.34
POST_2777,Tech,olevy,3951,419,25,94,08-08-2030,"anything, land, sea",0.3
POST_2778,Food,ybrown,4503,6,135,146,09-08-2030,"however, food, agreement",0.8
POST_2779,Food,bmitchell,3295,159,49,82,10-08-2030,"onto, business, despite",0.66
POST_2780,Fashion,cruzcraig,4601,239,463,184,11-08-2030,"energy, develop, school",0.88
POST_2781,Tech,vickimoreno,2873,962,293,71,12-08-2030,"raise, relate, box",0.74
POST_2782,Tech,jessica06,4774,422,393,182,13-08-2030,"key, never, performance",0.74
POST_2783,Fashion,wmcguire,3320,988,297,64,14-08-2030,"night, none, instead",-0.87
POST_2784,Fashion,jonathanjohnson,535,535,292,70,15-08-2030,"tax, inside, recognize",0.69
POST_2785,Food,allisonsmith,249,725,153,175,16-08-2030,"land, artist, long",0.21
POST_2786,Food,stephanie84,4516,69,219,138,17-08-2030,"knowledge, check, other",-0.24
POST_2787,Fashion,sharonramirez,2032,879,139,66,18-08-2030,"back, for, account",-0.89
POST_2788,Tech,wdavis,1521,215,467,105,19-08-2030,"relationship, commercial, if",0.36
POST_2789,Food,jesse64,4393,103,48,99,20-08-2030,"focus, teach, now",-0.34
POST_2790,Food,ayalajessica,4933,726,141,184,21-08-2030,"trial, garden, improve",-0.06
POST_2791,Tech,mbowman,2361,53,45,167,22-08-2030,"word, necessary, woman",0.36
POST_2792,Food,flemingjohn,3423,805,162,171,23-08-2030,"safe, wind, happy",0.82
POST_2793,Tech,fallen,2128,329,284,99,24-08-2030,"may, common, raise",0.65
POST_2794,Tech,amanda52,1571,847,267,109,25-08-2030,"small, provide, employee",-0.1
POST_2795,Tech,grahamrobert,654,202,115,174,26-08-2030,"stand, arm, conference",-0.22
POST_2796,Fashion,garykirk,3898,287,81,260,27-08-2030,"single, specific, city",-0.52
POST_2797,Fashion,julie01,3392,44,43,165,28-08-2030,"cost, rich, ever",-0.26
POST_2798,Fashion,penamanuel,1467,828,193,184,29-08-2030,"evening, raise, person",-0.78
POST_2799,Tech,jbaxter,4647,197,257,217,30-08-2030,"material, could, mind",0.94
POST_2800,Tech,ehoward,3925,215,442,222,31-08-2030,"give, ready, wonder",0.15
POST_2801,Fashion,waltermyers,2983,480,272,236,01-09-2030,"your, nearly, morning",-0.74
POST_2802,Food,scottaguilar,598,308,393,137,02-09-2030,"pick, crime, ok",-0.29
POST_2803,Tech,perezmichael,888,895,273,252,03-09-2030,"rise, these, shoulder",0.09
POST_2804,Food,qscott,3865,434,277,154,04-09-2030,"line, bit, agent",0.07
POST_2805,Food,louismcbride,897,331,82,104,05-09-2030,"reflect, decide, third",-0.93
POST_2806,Tech,robin81,4759,695,57,113,06-09-2030,"free, professor, everybody",0.9
POST_2807,Tech,kendra15,4557,26,52,242,07-09-2030,"through, walk, check",-0.45
POST_2808,Food,emma73,4823,165,0,231,08-09-2030,"sing, notice, kind",-0.97
POST_2809,Food,whitakergregory,4304,317,215,145,09-09-2030,"than, beyond, fly",-0.85
POST_2810,Fashion,sherryhiggins,4518,273,316,217,10-09-2030,"focus, popular, address",0.16
POST_2811,Fashion,lorijackson,2322,382,227,230,11-09-2030,"value, star, baby",-0.72
POST_2812,Tech,daniel42,3370,364,472,93,12-09-2030,"agency, mouth, suddenly",-0.92
POST_2813,Fashion,lindsay67,2608,102,483,240,13-09-2030,"movie, task, school",-0.24
POST_2814,Fashion,danielle68,4748,959,253,179,14-09-2030,"agency, somebody, ready",0.25
POST_2815,Fashion,bfrench,4361,502,158,256,15-09-2030,"after, miss, week",-0.78
POST_2816,Fashion,bmacdonald,2046,844,286,198,16-09-2030,"test, him, trial",-0.37
POST_2817,Food,espinozachelsea,3723,372,65,265,17-09-2030,"per, century, although",-0.16
POST_2818,Tech,sara76,1614,615,402,99,18-09-2030,"century, him, think",-0.68
POST_2819,Fashion,zglass,4068,925,308,258,19-09-2030,"themselves, since, factor",0.01
POST_2820,Food,tdiaz,1890,244,459,160,20-09-2030,"north, probably, picture",-0.83
POST_2821,Food,rcunningham,3341,816,457,229,21-09-2030,"only, wife, whether",-0.91
POST_2822,Food,ejohnson,2937,168,94,186,22-09-2030,"local, when, but",0.04
POST_2823,Fashion,newmanlynn,776,627,492,148,23-09-2030,"our, claim, point",-0.5
POST_2824,Fashion,shortdarren,1294,652,252,197,24-09-2030,"decade, discussion, level",-0.81
POST_2825,Tech,stephaniegrant,3510,417,149,260,25-09-2030,"treatment, wonder, former",-0.15
POST_2826,Fashion,heather49,3768,355,22,195,26-09-2030,"or, hope, young",0.83
POST_2827,Fashion,sstokes,1115,477,243,133,27-09-2030,"over, past, back",0.45
POST_2828,Food,reidchristopher,4821,124,214,79,28-09-2030,"director, per, month",0.63
POST_2829,Tech,courtneycole,332,536,398,114,29-09-2030,"southern, project, leader",0.74
POST_2830,Fashion,wzamora,1131,705,409,73,30-09-2030,"artist, black, prevent",0.95
POST_2831,Fashion,spencerbecker,3935,895,130,265,01-10-2030,"project, including, may",0.53
POST_2832,Food,veronicaramirez,2931,611,342,224,02-10-2030,"have, hotel, this",0.22
POST_2833,Food,bennettadam,2634,401,147,260,03-10-2030,"bank, sure, there",-0.27
POST_2834,Fashion,theresa75,3020,516,380,271,04-10-2030,"run, trade, than",-0.64
POST_2835,Tech,brad18,1202,530,108,139,05-10-2030,"school, claim, get",0.37
POST_2836,Tech,blin,3547,681,39,155,06-10-2030,"run, play, help",0.99
POST_2837,Food,rodriguezrobert,997,785,120,221,07-10-2030,"resource, company, institution",-0.07
POST_2838,Food,luisreyes,4810,253,294,279,08-10-2030,"response, month, must",0.45
POST_2839,Fashion,lorrainechan,1767,120,119,206,09-10-2030,"size, region, money",-0.01
POST_2840,Food,austin93,116,31,455,126,10-10-2030,"possible, style, best",-0.14
POST_2841,Fashion,waltersmichael,686,660,17,117,11-10-2030,"total, position, say",-0.18
POST_2842,Tech,bergkristin,363,777,168,158,12-10-2030,"officer, or, room",0.01
POST_2843,Tech,oclark,3447,36,197,194,13-10-2030,"quickly, church, administration",-0.27
POST_2844,Fashion,atkinsandrew,614,688,410,146,14-10-2030,"research, rock, various",0.5
POST_2845,Food,lcole,1651,341,483,182,15-10-2030,"how, foreign, else",0.75
POST_2846,Tech,amandaflores,875,12,142,141,16-10-2030,"board, reach, mean",0.77
POST_2847,Food,ihuffman,3720,182,36,137,17-10-2030,"lot, return, upon",-0.54
POST_2848,Tech,hayesarthur,1075,656,185,258,18-10-2030,"out, scientist, try",0.79
POST_2849,Fashion,kathrynmueller,2301,264,260,99,19-10-2030,"customer, election, research",-0.32
POST_2850,Fashion,joshua82,4807,87,230,152,20-10-2030,"four, past, challenge",-0.38
POST_2851,Fashion,williamskrystal,854,939,253,161,21-10-2030,"financial, card, majority",0.45
POST_2852,Tech,lmarquez,2501,461,328,217,22-10-2030,"physical, provide, dark",-0.39
POST_2853,Food,sallen,4681,45,390,95,23-10-2030,"would, protect, apply",-0.89
POST_2854,Food,eking,1441,391,296,228,24-10-2030,"save, subject, media",-0.25
POST_2855,Food,stephensonjohn,1285,118,467,60,25-10-2030,"at, sort, best",0.44
POST_2856,Tech,qoneill,4082,932,9,61,26-10-2030,"decade, material, culture",-0.35
POST_2857,Tech,hjohnson,3330,530,445,190,27-10-2030,"lay, ready, information",0.26
POST_2858,Tech,wallacechase,4773,446,409,113,28-10-2030,"season, finish, painting",0.32
POST_2859,Tech,rodriguezmatthew,4894,731,323,57,29-10-2030,"professor, join, particular",0.47
POST_2860,Tech,jaime20,3599,941,229,242,30-10-2030,"maybe, population, it",0.79
POST_2861,Food,cmcfarland,4250,744,23,58,31-10-2030,"happen, reach, organization",-0.13
POST_2862,Tech,sweeneytabitha,4191,605,77,269,01-11-2030,"care, industry, no",-0.67
POST_2863,Tech,ohenry,1404,966,424,179,02-11-2030,"event, last, party",-0.36
POST_2864,Food,millerchristopher,1886,762,192,127,03-11-2030,"board, deal, message",-0.14
POST_2865,Tech,ukelley,2942,761,400,190,04-11-2030,"above, form, claim",0.43
POST_2866,Food,daniellecross,2546,793,108,51,05-11-2030,"set, production, man",-0.97
POST_2867,Food,ronniedavis,2633,743,279,245,06-11-2030,"hold, sound, our",-0.37
POST_2868,Fashion,wwade,2608,45,410,253,07-11-2030,"century, per, gas",0.56
POST_2869,Fashion,garywest,3668,885,262,225,08-11-2030,"drug, though, edge",0.34
POST_2870,Fashion,pholder,1609,507,328,123,09-11-2030,"whole, right, enough",0.46
POST_2871,Fashion,hhuff,1557,557,362,180,10-11-2030,"matter, current, woman",0.62
POST_2872,Tech,millergary,4121,970,354,245,11-11-2030,"save, all, some",0.57
POST_2873,Fashion,kthompson,2113,525,377,183,12-11-2030,"speak, technology, detail",0.36
POST_2874,Food,janet39,3692,596,267,136,13-11-2030,"here, bed, author",-0.12
POST_2875,Tech,ypace,2050,830,340,54,14-11-2030,"do, economic, could",0.97
POST_2876,Fashion,joelsmith,1344,839,258,180,15-11-2030,"black, own, meet",0.14
POST_2877,Food,sharonpatterson,4115,2,334,187,16-11-2030,"do, pretty, quite",-0.59
POST_2878,Tech,tonyasmith,2802,27,84,220,17-11-2030,"citizen, police, together",-0.41
POST_2879,Tech,justinramirez,1803,380,9,196,18-11-2030,"they, site, seven",0.39
POST_2880,Fashion,kim93,4260,156,288,63,19-11-2030,"month, ten, try",0.85
POST_2881,Tech,rebecca31,1653,854,301,198,20-11-2030,"southern, according, land",-0.64
POST_2882,Food,twilson,1372,913,58,173,21-11-2030,"north, Mrs, next",-0.84
POST_2883,Tech,jenniferpham,2491,930,307,92,22-11-2030,"think, magazine, American",0.76
POST_2884,Food,johnsonjacob,1148,510,261,77,23-11-2030,"likely, mission, alone",0.83
POST_2885,Tech,cbradford,1555,332,385,198,24-11-2030,"available, among, better",-0.45
POST_2886,Fashion,olee,1176,843,284,213,25-11-2030,"within, mean, draw",-0.25
POST_2887,Food,qmartinez,346,686,118,73,26-11-2030,"mention, close, game",0.32
POST_2888,Tech,dunlapjose,3099,113,167,231,27-11-2030,"forget, our, allow",-0.34
POST_2889,Tech,rebeccadunn,2275,388,352,215,28-11-2030,"production, explain, court",0.75
POST_2890,Tech,keithhoward,4404,486,188,66,29-11-2030,"seven, try, kid",-0.78
POST_2891,Food,mcphersonevan,3837,842,451,199,30-11-2030,"article, war, common",-0.92
POST_2892,Food,jennifer76,2146,249,250,132,01-12-2030,"industry, north, market",-0.58
POST_2893,Food,samantharodriguez,3659,570,323,94,02-12-2030,"central, woman, task",-0.43
POST_2894,Fashion,michael47,2258,714,412,123,03-12-2030,"program, bit, structure",-0.77
POST_2895,Fashion,george85,225,314,228,238,04-12-2030,"stop, miss, travel",-0.87
POST_2896,Food,paulapugh,2552,238,189,188,05-12-2030,"wish, others, wear",0.51
POST_2897,Tech,williamsdeborah,4049,233,315,110,06-12-2030,"seven, agent, hold",-0.67
POST_2898,Fashion,jaredholmes,1717,302,123,87,07-12-2030,"include, thank, building",0.83
POST_2899,Food,katherinehood,4421,606,83,115,08-12-2030,"shake, politics, rest",-0.26
POST_2900,Tech,mullinschristopher,2595,990,296,82,09-12-2030,"set, high, center",0.34
POST_2901,Fashion,fostermark,725,652,214,92,10-12-2030,"environmental, need, military",-0.55
POST_2902,Tech,john34,1873,333,236,208,11-12-2030,"subject, choice, factor",-0.52
POST_2903,Tech,jharris,1406,112,465,161,12-12-2030,"than, heart, memory",0.15
POST_2904,Tech,kelly05,3122,620,112,84,13-12-2030,"boy, defense, serious",0.12
POST_2905,Tech,srodriguez,3309,361,216,86,14-12-2030,"traditional, at, example",0.54
POST_2906,Fashion,jamesdaniel,596,856,320,224,15-12-2030,"argue, ago, bag",0.52
POST_2907,Fashion,uclark,2133,800,245,149,16-12-2030,"partner, situation, build",0.34
POST_2908,Fashion,broth,2090,96,447,72,17-12-2030,"near, drug, seek",-0.1
POST_2909,Food,dbennett,4584,957,334,213,18-12-2030,"politics, economy, expert",0.78
POST_2910,Fashion,joshuajenkins,1802,846,318,217,19-12-2030,"something, my, five",0.25
POST_2911,Tech,cainkyle,1665,15,481,267,20-12-2030,"environmental, necessary, though",0.98
POST_2912,Fashion,wardkimberly,1899,555,431,138,21-12-2030,"scientist, far, lot",0.64
POST_2913,Tech,frank28,2692,953,403,258,22-12-2030,"civil, set, decision",-0.91
POST_2914,Food,pcurry,1650,375,373,64,23-12-2030,"budget, argue, little",-0.36
POST_2915,Tech,ttaylor,3446,741,36,214,24-12-2030,"participant, community, pass",0.14
POST_2916,Tech,mcarney,4452,389,63,181,25-12-2030,"see, reflect, again",0.44
POST_2917,Tech,brendagraham,3655,619,218,199,26-12-2030,"happy, must, provide",0.1
POST_2918,Food,jamesjohnson,3849,216,341,258,27-12-2030,"test, study, perform",0.57
POST_2919,Fashion,kevinbraun,668,398,498,71,28-12-2030,"the, fine, result",-0.43
POST_2920,Fashion,mackhunter,1182,259,388,258,29-12-2030,"reason, reality, easy",-0.63
POST_2921,Food,zacharyadams,2165,823,33,255,30-12-2030,"finally, change, few",-0.89
POST_2922,Tech,haileyduncan,2389,319,38,127,31-12-2030,"try, fire, avoid",0.15
POST_2923,Fashion,jerryjensen,2789,195,66,194,01-01-2031,"theory, top, score",0.38
POST_2924,Food,ochoaphilip,4326,477,208,121,02-01-2031,"whose, dinner, program",-0.35
POST_2925,Fashion,khanjamie,1537,417,317,147,03-01-2031,"property, book, hit",0.23
POST_2926,Food,lauraellis,1607,474,343,139,04-01-2031,"recognize, course, meeting",-0.9
POST_2927,Tech,thomaspalmer,2163,606,151,158,05-01-2031,"crime, campaign, development",-0.8
POST_2928,Fashion,frankwilson,1094,567,386,143,06-01-2031,"above, quickly, author",0.4
POST_2929,Food,cwells,2481,543,364,263,07-01-2031,"east, source, rate",-0.26
POST_2930,Fashion,rhondaromero,1632,230,198,129,08-01-2031,"debate, consider, daughter",0.34
POST_2931,Fashion,bestrada,1358,883,88,143,09-01-2031,"next, data, offer",0.66
POST_2932,Fashion,dtaylor,4967,520,247,129,10-01-2031,"among, reduce, write",0.71
POST_2933,Fashion,gonzalezkayla,651,702,322,87,11-01-2031,"response, improve, happen",-0.66
POST_2934,Food,teresamejia,1670,872,78,201,12-01-2031,"fact, spring, common",-0.03
POST_2935,Tech,grodriguez,4930,199,476,277,13-01-2031,"offer, test, board",0.47
POST_2936,Food,robert50,4816,845,433,276,14-01-2031,"audience, one, individual",0.55
POST_2937,Food,vlindsey,150,672,284,183,15-01-2031,"yard, out, citizen",0.57
POST_2938,Food,john36,4321,598,329,245,16-01-2031,"less, throughout, them",-0.54
POST_2939,Tech,yhowell,287,20,31,259,17-01-2031,"simple, effect, several",-0.61
POST_2940,Fashion,michellewagner,4075,310,86,183,18-01-2031,"foreign, official, film",0.18
POST_2941,Fashion,hlane,2968,587,38,75,19-01-2031,"word, until, study",0.48
POST_2942,Fashion,ihensley,2592,952,392,150,20-01-2031,"them, adult, agency",-0.36
POST_2943,Tech,marysnyder,2053,897,100,268,21-01-2031,"country, summer, dinner",-0.79
POST_2944,Fashion,barbarawood,1587,652,243,218,22-01-2031,"American, material, theory",0.43
POST_2945,Tech,alicia96,804,637,231,124,23-01-2031,"win, rise, single",-0.4
POST_2946,Fashion,ynorman,3418,762,397,87,24-01-2031,"sure, also, approach",-0.67
POST_2947,Fashion,smoses,2308,899,67,257,25-01-2031,"month, drop, forget",-0.7
POST_2948,Food,tara87,3715,595,191,132,26-01-2031,"indeed, benefit, least",-0.37
POST_2949,Tech,jamesjones,4285,433,403,220,27-01-2031,"impact, international, without",0.19
POST_2950,Food,kevinprince,590,370,27,230,28-01-2031,"business, true, make",-0.28
POST_2951,Food,jonathanhamilton,319,559,269,192,29-01-2031,"only, industry, in",-0.96
POST_2952,Food,ashley69,3510,890,427,267,30-01-2031,"hair, evening, couple",-0.81
POST_2953,Tech,robertsonstephen,3458,77,225,105,31-01-2031,"relationship, news, police",-0.42
POST_2954,Tech,stevensjulia,555,541,76,154,01-02-2031,"first, theory, want",0.32
POST_2955,Fashion,maxwellwendy,1179,284,222,233,02-02-2031,"ball, teacher, rock",-0.8
POST_2956,Food,xterry,2129,647,480,80,03-02-2031,"recently, visit, like",0.12
POST_2957,Fashion,ycoleman,3195,139,371,260,04-02-2031,"increase, Mr, close",-0.76
POST_2958,Food,matthew79,3292,552,166,234,05-02-2031,"between, former, control",-0.58
POST_2959,Tech,kanebrad,4958,997,283,228,06-02-2031,"address, home, able",-0.66
POST_2960,Tech,jacobsdakota,411,281,191,201,07-02-2031,"suddenly, industry, beat",-0.87
POST_2961,Tech,isingh,3770,561,88,107,08-02-2031,"young, I, during",0.34
POST_2962,Food,mccormickjeffrey,1506,257,31,122,09-02-2031,"music, its, door",-0.07
POST_2963,Tech,mcneiltimothy,4117,822,136,264,10-02-2031,"yes, station, still",0.66
POST_2964,Food,fhernandez,4245,359,155,181,11-02-2031,"contain, as, by",-0.8
POST_2965,Fashion,lynchrichard,1731,439,249,59,12-02-2031,"main, this, school",-0.71
POST_2966,Food,adriana14,1102,269,94,240,13-02-2031,"form, clearly, minute",-0.39
POST_2967,Fashion,klin,2559,133,16,122,14-02-2031,"place, under, heavy",0.53
POST_2968,Food,clarkwilliam,4777,745,116,260,15-02-2031,"knowledge, take, use",-0.39
POST_2969,Fashion,beverly15,731,639,470,64,16-02-2031,"all, meet, year",-0.18
POST_2970,Tech,jessicalang,3982,103,332,147,17-02-2031,"may, as, already",-0.4
POST_2971,Fashion,jscott,2179,765,310,112,18-02-2031,"simple, save, subject",-0.84
POST_2972,Tech,george05,4899,94,9,68,19-02-2031,"development, necessary, let",0.88
POST_2973,Tech,garyvaughn,4066,848,79,162,20-02-2031,"form, born, great",0.1
POST_2974,Fashion,glester,3352,728,133,112,21-02-2031,"look, truth, field",0.58
POST_2975,Food,darrenharris,769,572,431,165,22-02-2031,"wind, human, exactly",0.32
